,Winery,Points_Mean,Price_Mean,Points_Median,Price_Median,Total_Reviews,N_Varieties,Varieties,Country,Province,Region
16370,Poggio il Castellare,90.5,71.3,91.0,67.5,8,2,"['Sangiovese Grosso', 'Sangiovese']",Italy,Tuscany,['Brunello di Montalcino']
16371,Poggiobello,86.9,22.0,87.0,22.0,9,4,"['Sauvignon', 'Friulano', 'Pinot Grigio', 'Ribolla Gialla']",Italy,Northeastern Italy,['Colli Orientali del Friuli']
16372,Poggionotte,82.0,,82.0,,1,1,"[""Nero d'Avola""]",Italy,Sicily & Sardinia,['Sicilia']
16373,Poggiotondo,88.6,33.5,87.0,20.0,5,4,"['Vermentino', 'Sangiovese', 'Sangiovese Grosso', 'Red Blend']",Italy,Tuscany,['Toscana']
16374,Poggioventoso,86.7,25.0,87.0,19.0,3,3,"['Red Blend', 'White Blend', 'Rosato']",Italy,Tuscany,['Toscana']
16375,Poiema,88.3,20.7,89.0,20.0,3,2,"['Pinot Noir', 'Chardonnay']",US,California,"['Santa Lucia Highlands', 'Central Coast']"
16376,Point & Line,92.1,41.5,92.0,41.0,8,3,"['Pinot Noir', 'Sauvignon Blanc', 'Chardonnay']",US,California,"['Sta. Rita Hills', 'Central Coast']"
16377,Point Concepción,89.0,20.0,89.0,20.0,1,1,['Pinot Noir'],US,California,"['Santa Barbara County', 'Central Coast']"
16378,Point Ormond,92.0,15.0,92.0,15.0,1,1,['Sangiovese'],Australia,Victoria,['Grampians']
16379,Poissinet,89.0,51.0,89.0,51.0,3,2,"['Champagne Blend', 'Pinot Meunier']",France,Champagne,['Champagne']
16380,Pojer & Sandri,88.5,21.2,89.0,18.5,4,3,"['Müller-Thurgau', 'White Blend', 'Traminer']",Italy,Northeastern Italy,['Vigneti delle Dolomiti']
16381,Pol Roger,93.0,113.7,93.0,103.0,29,2,"['Chardonnay', 'Champagne Blend']",France,Champagne,['Champagne']
16382,Poliziano,89.7,39.1,90.0,30.0,24,4,"['Red Blend', 'Merlot', 'Prugnolo Gentile', 'Sangiovese']",Italy,Tuscany,['Vino Nobile di Montepulciano']
16383,Polkura,89.5,32.3,90.5,29.0,6,2,"['Syrah', 'Malbec']",Chile,Colchagua Valley,[]
16384,Polkura,82.0,14.0,82.0,14.0,1,1,['Sauvignon Blanc'],Chile,Leyda Valley,[]
16385,Polkura,90.2,28.3,91.0,23.0,13,3,"['Syrah', 'Malbec', 'Red Blend']",Chile,Marchigue,[]
16386,Poll-Fabaire,88.5,28.0,88.5,28.0,2,1,['Sparkling Blend'],Luxembourg,Moselle Luxembourgeoise,[]
16387,Pollak,86.2,30.0,86.0,27.0,10,7,"['Cabernet Franc', 'Pinot Gris', 'Meritage', 'Petit Verdot', 'Viognier', 'Merlot', 'Chardonnay']",US,Virginia,['Monticello']
16388,Polz,90.0,22.0,90.0,22.0,2,1,['Sauvignon Blanc'],Austria,Südsteiermark,[]
16389,Pomar Junction,85.6,33.3,86.0,34.0,24,10,"['Cabernet Sauvignon', 'Viognier', 'Syrah', 'Red Blend', 'Chardonnay', 'Merlot', 'Roussanne', 'Zinfandel', 'Grenache Blanc', 'G-S-M']",US,California,"['Paso Robles', 'Central Coast']"
16390,Pomar Viñedos,84.0,19.0,84.0,19.0,2,1,['Tempranillo'],Spain,Northern Spain,['Ribera del Duero']
16391,Pomelo,85.9,10.6,86.0,10.0,7,1,['Sauvignon Blanc'],US,California,"['California', 'California Other']"
16392,Pommery,88.6,69.7,89.0,55.0,37,2,"['Champagne Blend', 'Chardonnay']",France,Champagne,['Champagne']
16393,Pomum,88.3,28.9,89.0,32.0,11,8,"['Red Blend', 'Riesling', 'Syrah', 'Bordeaux-style Red Blend', 'Cabernet Sauvignon', 'Chardonnay', 'Graciano', 'Tempranillo']",US,Washington,"['Washington', 'Washington Other']"
16394,Pomum Cellars,86.0,30.0,86.0,28.5,4,3,"['Syrah', 'Bordeaux-style Red Blend', 'Red Blend']",US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
16395,Ponchione Maurizio,87.7,22.0,87.5,21.5,6,2,"['Barbera', 'Nebbiolo']",Italy,Piedmont,"[""Barbera d'Alba""]"
16396,Pondera,88.0,34.3,88.0,34.0,26,6,"['Bordeaux-style Red Blend', 'Malbec', 'Cabernet Sauvignon', 'Red Blend', 'Cabernet Franc', 'Syrah']",US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
16397,Ponga,87.3,15.3,87.0,16.0,3,2,"['Pinot Noir', 'Sauvignon Blanc']",New Zealand,Marlborough,[]
16398,Pont de Chevalier,89.6,65.7,90.0,45.0,7,3,"['Sauvignon Blanc', 'Cabernet Sauvignon', 'Chardonnay']",US,California,"['Knights Valley', 'Sonoma']"
16399,Pont du Rhône,86.0,12.0,86.0,12.0,1,1,['Rosé'],France,Rhône Valley,['Côtes du Rhône']
16400,Ponte,88.0,46.5,88.0,46.5,2,2,"['Rosé', 'Montepulciano']",US,California,"['Temecula', 'South Coast']"
16401,Ponte Vecchio,82.0,14.0,82.0,14.0,1,1,['Moscato'],Spain,Spain Other,['Spain']
16402,Ponte da Boga,86.0,27.5,86.0,27.5,2,2,"['Mencía', 'White Blend']",Spain,Galicia,['Ribeira Sacra']
16403,Pontecilla,84.0,10.0,84.0,10.0,1,1,['Tempranillo'],Spain,Northern Spain,['Calatayud']
16404,Pontin del Roza,86.0,13.6,87.0,12.0,5,5,"['Cabernet Sauvignon', 'Riesling', 'Pinot Grigio', 'Sangiovese', 'Chenin Blanc']",US,Washington,"['Yakima Valley', 'Columbia Valley']"
16405,Pontual,87.7,28.0,89.0,23.0,3,2,"['Portuguese Red', 'Syrah']",Portugal,Alentejano,[]
16406,Ponzi,91.2,44.5,91.0,35.0,81,7,"['Pinot Noir', 'Chardonnay', 'Rosé', 'Pinot Blanc', 'Pinot Gris', 'Riesling', 'Arneis']",US,Oregon,"['Willamette Valley', 'Willamette Valley']"
16407,Pooles Rock Wines,87.0,24.0,87.0,24.0,1,1,['Chardonnay'],Australia,New South Wales,['Hunter Valley']
16408,Pooles Rock Wines,85.0,14.0,85.0,14.0,1,1,['Chardonnay'],Australia,South Australia,['Adelaide Hills']
16409,Poonawatta Estate,89.5,65.0,89.5,65.0,2,2,"['Riesling', 'Shiraz']",Australia,South Australia,['Eden Valley']
16410,Popcorn,88.0,15.0,88.0,15.0,1,1,['Chardonnay'],US,California,"['California', 'California Other']"
16411,Pope Valley Winery,85.8,30.8,85.0,28.0,17,7,"['Merlot', 'Sangiovese', 'Red Blend', 'Sparkling Blend', 'Cabernet Sauvignon', 'Chenin Blanc', 'Zinfandel']",US,California,"['Napa Valley', 'Napa']"
16412,Porca de Murça,87.8,14.0,87.5,14.0,4,2,"['Portuguese Red', 'Portuguese White']",Portugal,Douro,[]
16413,Porcupine Ridge,86.0,12.6,87.0,13.0,8,2,"['Cabernet Sauvignon', 'Syrah']",South Africa,Coastal Region,[]
16414,Porcupine Ridge,87.0,12.5,87.0,13.0,8,4,"['Merlot', 'Cabernet Sauvignon', 'Sauvignon Blanc', 'Syrah']",South Africa,Western Cape,[]
16415,Porta,86.8,26.1,86.5,19.5,10,2,"['Cabernet Sauvignon', 'Syrah']",Chile,Aconcagua Valley,[]
16416,Porta,84.7,14.4,84.5,13.0,12,3,"['Sauvignon Blanc', 'Pinot Noir', 'Malbec']",Chile,Bío Bío Valley,[]
16417,Porta,85.0,11.7,86.0,13.0,3,1,['Chardonnay'],Chile,Cachapoal Valley,[]
16418,Porta,80.0,11.0,80.0,11.0,1,1,['Chardonnay'],Chile,Central Valley,[]
16419,Porta,83.5,13.0,83.5,13.0,2,2,"['Cabernet Sauvignon-Carmenère', 'Cabernet Blend']",Chile,Chile,[]
16420,Porta,84.9,10.8,85.5,11.0,8,3,"['Carmenère', 'Merlot', 'Cabernet Sauvignon']",Chile,Maipo Valley,[]
16421,Portal,86.0,,86.0,,1,1,['Port'],Portugal,Port,[]
16422,Portal Del Alto,87.0,12.0,87.0,12.0,1,1,['Chardonnay'],Chile,Central Valley,[]
16423,Portal Del Alto,85.7,15.7,86.5,15.0,6,4,"['Cabernet Sauvignon', 'Carmenère', 'Merlot', 'Chardonnay']",Chile,Maipo Valley,[]
16424,Portal Del Alto,84.5,14.6,84.0,15.0,11,7,"['Syrah', 'Carmenère', 'Chardonnay', 'Cabernet Sauvignon', 'Merlot-Cabernet', 'Syrah-Cabernet', 'Merlot']",Chile,Maule Valley,[]
16425,Portal del Montsant,88.1,31.1,89.0,31.0,15,4,"['Red Blend', 'White Blend', 'Cariñena-Garnacha', 'Rosé']",Spain,Catalonia,['Montsant']
16426,Portal del Priorat,87.8,32.1,88.0,23.0,9,5,"['Carignan', 'Grenache Blanc', 'Grenache-Carignan', 'Red Blend', 'Carignan-Grenache']",Spain,Catalonia,['Priorat']
16427,Portal do Fidalgo,87.0,15.0,87.0,15.0,1,1,['Alvarinho'],Portugal,Vinho Verde,[]
16428,Portalupi,88.6,41.4,89.0,39.0,20,5,"['Zinfandel', 'Barbera', 'Vermentino', 'Pinot Noir', 'Charbono']",US,California,"['Russian River Valley', 'Sonoma']"
16429,Porter Family Vineyards,87.5,52.1,88.0,48.0,10,7,"['Chardonnay', 'Bordeaux-style Red Blend', 'Cabernet Sauvignon-Merlot', 'Syrah', 'Cabernet Sauvignon', 'Rosé', 'Red Blend']",US,California,"['Napa Valley', 'Napa']"
16430,Portfolio,93.0,138.0,95.0,140.0,5,2,"['Bordeaux-style Red Blend', 'Red Blend']",US,California,"['Napa Valley', 'Napa']"
16431,Portia,86.7,36.2,87.0,35.0,7,3,"['Tempranillo', 'Tinto del Pais', 'Tempranillo Blend']",Spain,Northern Spain,['Ribera del Duero']
16432,Portinari,88.0,,88.0,,1,1,['Garganega'],Italy,Veneto,['Soave']
16433,Portlandia,88.0,25.1,87.5,25.0,8,3,"['Pinot Gris', 'Pinot Noir', 'Rosé']",US,Oregon,"['Willamette Valley', 'Willamette Valley']"
16434,Porto Carras,87.5,51.0,87.5,51.0,2,2,"['Syrah', 'Malagouzia']",Greece,Halkidiki,[]
16435,Porto Carras,89.5,22.0,89.5,22.0,2,2,"['Malagousia', 'Assyrtico']",Greece,Sithonia,[]
16436,Porto Reccua Vinhos,86.5,14.0,86.5,14.0,2,1,['Port'],Portugal,Port,[]
16437,Porto Solene,88.0,40.0,88.0,40.0,1,1,['Port'],Portugal,Port,[]
16438,Portola Vineyards,88.7,34.0,88.0,34.0,6,2,"['Pinot Noir', 'Chardonnay']",US,California,"['Santa Clara Valley', 'Central Coast']"
16439,Ports of New York,83.5,45.0,83.5,45.0,2,2,"['White Blend', 'Red Blend']",US,New York,"['New York', 'New York Other']"
16440,Poseidon,90.2,39.8,91.0,32.0,13,2,"['Pinot Noir', 'Chardonnay']",US,California,"['Los Carneros', 'Napa-Sonoma']"
16441,Posh,83.7,12.0,84.0,13.0,3,2,"['Red Blend', 'Pinot Grigio']",US,California,"['Napa Valley', 'Napa']"
16442,Post House,87.1,22.3,87.0,24.0,11,5,"['Chenin Blanc', 'Red Blend', 'Cabernet Sauvignon', 'Chenin Blanc-Sauvignon Blanc', 'Merlot']",South Africa,Stellenbosch,[]
16443,Posto Bello,85.0,17.0,85.0,17.0,1,1,['Pinot Grigio'],Italy,Northeastern Italy,['Alto Adige']
16444,Potek,91.2,47.5,91.5,47.5,4,3,"['Riesling', 'Pinot Noir', 'Syrah']",US,California,"['Santa Barbara County', 'Central Coast']"
16445,Potel-Aviron,88.0,13.0,88.0,13.0,1,1,['Gamay'],France,Beaujolais,['Beaujolais-Villages']
16446,Potomac Point,84.7,23.3,85.0,23.0,6,5,"['Chardonnay', 'Bordeaux-style Red Blend', 'Cabernet Franc', 'Norton', 'Red Blend']",US,Virginia,['Virginia']
16447,Potter's Vineyard,88.0,25.0,88.0,25.0,1,1,['Pinot Noir'],US,Oregon,"['Chehalem Mountains', 'Willamette Valley']"
16448,Poupille,89.0,35.0,89.0,35.0,1,1,['Merlot'],France,Bordeaux,['Castillon Côtes de Bordeaux']
16449,Powers,87.0,20.3,88.0,15.0,12,6,"['Cabernet Sauvignon', 'Bordeaux-style Red Blend', 'Syrah', 'Merlot', 'Red Blend', 'Chardonnay']",US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
16450,Powicana Farm,88.0,38.0,88.0,38.0,1,1,['Petite Sirah'],US,California,['Redwood Valley']
16451,Pozo Valley,84.0,21.0,84.0,21.0,1,1,['Zinfandel'],US,California,"['San Luis Obispo County', 'Central Coast']"
16452,Pozzi,84.0,10.0,84.0,10.0,1,1,['Pinot Grigio'],Italy,Northeastern Italy,['Delle Venezie']
16453,Poças,88.9,25.6,88.5,18.0,36,2,"['Portuguese Red', 'Portuguese White']",Portugal,Douro,[]
16454,Poças,88.7,40.0,89.0,26.0,48,1,['Port'],Portugal,Port,[]
16455,Pošip Čara,86.5,22.0,86.5,22.0,2,1,['Posip'],Croatia,Korčula,[]
16456,Prada A Tope,86.5,19.7,87.0,20.0,6,2,"['Mencía', 'Godello']",Spain,Northern Spain,['Bierzo']
16457,Pradio,87.0,10.0,87.0,10.0,1,1,['Chardonnay'],Italy,Northeastern Italy,['Friuli Grave']
16458,Prado Rey,86.2,22.1,87.0,19.0,25,7,"['Verdejo', 'Rosé', 'Verdejo-Sauvignon Blanc', 'Tempranillo', 'Tinta Fina', 'Tempranillo-Merlot', 'Tempranillo Blend']",Spain,Northern Spain,['Rueda']
16459,Pradorey,86.0,24.1,87.0,22.0,13,6,"['Tinta Fina', 'Tempranillo Blend', 'Verdejo', 'Red Blend', 'Rosado', 'Tinto del Pais']",Spain,Northern Spain,['Ribera del Duero']
16460,Prager,91.4,53.0,93.0,48.0,20,2,"['Grüner Veltliner', 'Riesling']",Austria,Wachau,[]
16461,Prager,86.4,49.3,86.5,49.5,24,4,"['Port', 'Riesling', 'Chardonnay', 'Petite Sirah']",US,California,"['Napa Valley', 'Napa']"
16462,Prahova Valley,87.0,10.0,87.0,10.0,1,1,['Pinot Noir'],Romania,Dealu Mare,[]
16463,Prahova Valley,86.0,10.0,86.0,10.0,2,2,"['Cabernet Sauvignon', 'Merlot']",Romania,Dealurile Munteniei,[]
16464,Prahova Valley,83.0,10.0,83.0,10.0,1,1,['Chardonnay'],Romania,Sebes,[]
16465,Pratello,89.0,17.2,89.5,16.5,4,2,"['Turbiana', 'Rosato']",Italy,Lombardy,['Lugana']
16466,Pratesi,89.1,24.4,89.0,25.0,17,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Toscana']
16467,Prats & Symington LDA,90.9,39.2,91.0,27.0,21,2,"['Portuguese Red', 'Red Blend']",Portugal,Douro,[]
16468,Prats & Symington LDA,94.0,,94.0,,1,1,['Port'],Portugal,Port,[]
16469,Pratsch,87.7,21.3,88.0,20.0,46,10,"['Rosé', 'Riesling', 'Zweigelt', 'Scheurebe', 'Sauvignon Blanc', 'Grüner Veltliner', 'Cabernet Sauvignon', 'Austrian Red Blend', 'White Blend', 'St. Laurent']",Austria,Niederösterreich,[]
16470,Pratsch,87.2,18.0,88.0,19.0,5,1,['Grüner Veltliner'],Austria,Weinviertel,[]
16471,Pratsch,84.0,17.0,84.0,17.0,1,1,['Sparkling Blend'],Austria,Österreichischer Sekt,[]
16472,Praxis,84.3,18.6,84.0,18.0,7,5,"['Viognier', 'Pinot Noir', 'Merlot', 'Lagrein', 'Sauvignon Blanc']",US,California,"['Sonoma County', 'Sonoma']"
16473,PreVail,91.0,90.0,91.0,90.0,1,1,['Cabernet Sauvignon'],US,California,"['Alexander Valley', 'Sonoma']"
16474,Precedent,86.0,25.0,86.0,25.0,1,1,['Zinfandel'],US,California,"['Contra Costa County', 'Central Coast']"
16475,Predator,83.5,15.0,84.0,15.0,4,2,"['Cabernet Sauvignon', 'Zinfandel']",US,California,"['California', 'California Other']"
16476,Preece,87.0,15.0,87.0,15.0,1,1,['Sauvignon Blanc'],Australia,Victoria,['Victoria']
16477,Preisinger,88.2,40.4,89.0,40.0,5,5,"['Zweigelt', 'Grüner Veltliner', 'Austrian Red Blend', 'Red Blend', 'Blaufränkisch']",Austria,Burgenland,[]
16478,Prejean,85.3,12.5,86.0,12.5,6,3,"['Riesling', 'Chardonnay', 'Gewürztraminer']",US,New York,"['Finger Lakes', 'Finger Lakes']"
16479,Prelius,88.0,18.0,88.0,16.5,6,3,"['Cabernet Sauvignon', 'Vermentino', 'Red Blend']",Italy,Tuscany,['Maremma Toscana']
16480,Preludio,85.8,21.5,85.5,17.0,4,3,"['Tempranillo', 'Malbec-Cabernet Sauvignon', 'Malbec']",Argentina,Mendoza Province,['Mendoza']
16481,Premius,85.0,10.0,85.0,10.0,3,2,"['Sauvignon Blanc', 'Bordeaux-style Red Blend']",France,Bordeaux,['Bordeaux Blanc']
16482,Première,83.0,13.0,83.0,13.0,1,1,['Chenin Blanc'],France,Loire Valley,['Vouvray']
16483,Presidential,87.0,20.0,87.0,20.0,1,1,['Port'],Portugal,Port,[]
16484,Presidio,87.0,18.0,87.0,18.0,1,1,['Merlot'],US,California,"['Santa Barbara County', 'Central Coast']"
16485,Presqu'ile,90.3,40.7,91.0,42.0,27,5,"['Sauvignon Blanc', 'Pinot Noir', 'Syrah', 'Chardonnay', 'Sparkling Blend']",US,California,"['Santa Maria Valley', 'Central Coast']"
16486,Press Cellars,89.0,30.0,89.0,30.0,1,1,['Pinot Noir'],US,California,['Anderson Valley']
16487,Pressed,92.0,40.0,92.0,40.0,1,1,['Pinot Noir'],US,California,"['Central Coast', 'Central Coast']"
16488,Preston,86.8,27.8,87.0,25.0,5,5,"['Zinfandel', 'Carignane', 'Syrah-Petite Sirah', 'Rhône-style Red Blend', 'Mourvèdre']",US,California,"['Dry Creek Valley', 'Sonoma']"
16489,Preston,86.2,13.2,86.0,14.0,5,4,"['Chardonnay', 'Sauvignon Blanc', 'Merlot', 'Cabernet Sauvignon']",US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
16490,Prestwood,85.0,79.0,85.0,79.0,1,1,['Cabernet Sauvignon'],US,California,"['Napa Valley', 'Napa']"
16491,Pretty Sally,88.0,25.0,88.0,25.0,1,1,['Cabernet Sauvignon'],Australia,Victoria,['Victoria']
16492,Pretty-Smith,84.0,24.5,84.5,25.0,4,4,"['Cabernet Sauvignon', 'Bordeaux-style Red Blend', 'Sauvignon Blanc', 'Cabernet Franc']",US,California,"['Paso Robles', 'Central Coast']"
16493,Previous,86.2,24.8,86.5,25.0,4,4,"['Chardonnay', 'Merlot', 'Sauvignon Blanc', 'Pinot Noir']",US,California,"['Sonoma County', 'Sonoma']"
16494,Pricum,85.3,68.0,85.0,69.0,3,1,['Prieto Picudo'],Spain,Northern Spain,['Tierra de León']
16495,Pride Mountain,90.5,74.2,91.0,60.0,97,9,"['Cabernet Sauvignon', 'Merlot', 'Chardonnay', 'Syrah', 'Viognier', 'Cabernet Franc', 'Claret', 'Sangiovese', 'Bordeaux-style Red Blend']",US,California,"['Sonoma-Napa', 'Napa-Sonoma']"
16496,Prieler,91.1,41.5,91.0,24.5,15,5,"['Red Blend', 'Blaufränkisch', 'Pinot Noir', 'Pinot Blanc', 'Chardonnay']",Austria,Burgenland,[]
16497,Prieler,92.1,72.0,92.5,61.0,12,2,"['Blaufränkisch', 'Pinot Blanc']",Austria,Leithaberg,[]
16498,Priest Ranch,88.2,39.2,88.0,24.0,5,4,"['Cabernet Sauvignon', 'Sauvignon Blanc', 'Bordeaux-style Red Blend', 'Grenache Blanc']",US,California,"['Napa Valley', 'Napa']"
16499,Prieure Saint-Hippolyte,86.0,13.0,86.0,13.0,1,1,['Rosé'],France,Languedoc-Roussillon,['Coteaux du Languedoc']
16500,Prieuré St. Jean de Bébian,93.0,45.0,93.0,45.0,1,1,['Rhône-style Red Blend'],France,Languedoc-Roussillon,['Coteaux du Languedoc']
16501,Prieuré de Montézargues,88.5,24.5,89.0,24.5,4,1,['Rosé'],France,Rhône Valley,['Tavel']
16502,Prim Family,91.8,55.0,91.5,57.5,4,2,"['Cabernet Sauvignon', 'Pinot Noir']",US,California,"['Howell Mountain', 'Napa']"
16503,Prima & Nuova Cantina,83.0,12.0,83.0,12.0,1,1,['Pinot Grigio'],Italy,Northeastern Italy,['Alto Adige']
16504,Prima Cuvee,86.0,14.0,86.0,14.0,1,1,['Glera'],Italy,Veneto,['Prosecco']
16505,Prima Cuvée,87.0,16.0,87.0,16.0,1,1,['Glera'],Italy,Veneto,['Valdobbiadene Prosecco Superiore']
16506,Prima Materia,89.6,26.8,91.0,26.0,5,5,"['Nebbiolo', 'Aglianico', 'Cabernet Franc', 'Sangiovese', 'Mourvèdre']",US,California,['Kelsey Bench-Lake County']
16507,Prima Mazzo,83.0,13.0,83.0,13.0,1,1,['Brachetto'],Italy,Piedmont,['Piedmont']
16508,Primarius,86.9,16.8,87.0,16.0,9,2,"['Pinot Noir', 'Pinot Gris']",US,Oregon,"['Oregon', 'Oregon Other']"
16509,Prime,90.8,48.9,92.0,47.0,12,2,"['Chardonnay', 'Cabernet Sauvignon']",US,California,"['Coombsville', 'Napa']"
16510,Prime Solum,90.9,71.2,92.0,79.0,8,2,"['Cabernet Sauvignon', 'Cabernet Franc']",US,California,"['Napa Valley', 'Napa']"
16511,Primo Estate,86.4,19.4,86.0,19.0,5,3,"['White Blend', 'Red Blend', 'Colombard']",Australia,South Australia,['McLaren Vale']
16512,Primo Volo,90.0,,90.0,,1,1,['Red Blend'],Italy,Italy Other,['Italy']
16513,Primos,82.0,25.0,82.0,25.0,1,1,['Sangiovese'],US,California,"['Redwood Valley', 'Mendocino/Lake Counties']"
16514,Primosic,88.2,22.6,88.0,20.5,13,5,"['Pinot Grigio', 'White Blend', 'Sauvignon', 'Chardonnay', 'Ribolla Gialla']",Italy,Northeastern Italy,['Collio']
16515,Primus,88.0,20.0,88.0,20.0,2,1,['Malbec'],Argentina,Mendoza Province,['Mendoza']
16516,Primus,84.6,19.2,84.0,20.0,5,2,"['Red Blend', 'Bordeaux-style Red Blend']",Chile,Casablanca Valley,[]
16517,Primus,88.6,20.1,89.0,20.0,11,4,"['Red Blend', 'Cabernet Sauvignon', 'Cabernet Blend', 'Carmenère']",Chile,Colchagua Valley,[]
16518,Primus,86.0,20.0,86.0,20.0,2,1,['Cabernet Sauvignon'],Chile,Maipo Valley,[]
16519,Prince Michel,82.5,15.0,82.5,15.0,2,2,"['Viognier', 'Cabernet Franc']",US,Virginia,['Virginia']
16520,Prince de Tabourg,87.5,20.0,87.5,20.0,2,1,['Sauvignon Blanc'],France,Bordeaux,['Bordeaux Blanc']
16521,Princesa,88.0,19.0,88.0,19.0,1,1,['Sparkling Blend'],Spain,Catalonia,['Cava']
16522,Principe Corsini,89.0,35.0,89.0,35.0,5,1,['Red Blend'],Italy,Tuscany,['Chianti Classico']
16523,Principe Corsini Fattoria Le Corti,89.5,39.7,90.0,45.0,11,4,"['White Blend', 'Red Blend', 'Sangiovese', 'Vermentino']",Italy,Tuscany,['Vin Santo del Chianti Classico']
16524,Principe Pallavicini,86.7,17.1,86.0,18.0,7,4,"['Syrah', ""Cesanese d'Affile"", 'White Blend', 'Cesanese']",Italy,Central Italy,['Lazio']
16525,Principe di Corleone,86.4,18.0,86.0,14.5,16,7,"['Grillo', ""Nero d'Avola"", 'White Blend', 'Cabernet Sauvignon', 'Red Blend', 'Inzolia', 'Chardonnay']",Italy,Sicily & Sardinia,['Sicilia']
16526,Principessa Gavia,86.0,14.4,86.0,14.0,6,2,"['Sparkling Blend', 'Cortese']",Italy,Piedmont,['Gavi']
16527,Principessa Perlante,84.0,17.0,84.0,17.0,1,1,['Cortese'],Italy,Piedmont,['Gavi']
16528,Principi di Porcìa,83.8,11.2,83.5,10.0,4,3,"['Sauvignon', 'Chardonnay', 'Pinot Grigio']",Italy,Northeastern Italy,['Friuli Grave']
16529,Principi di Spadafora,88.7,28.9,88.0,19.0,28,9,"['Red Blend', 'Syrah', ""Nero d'Avola"", 'Chardonnay', 'White Blend', 'Rosato', 'Cabernet Sauvignon', 'Cabernet Blend', 'Grillo']",Italy,Sicily & Sardinia,['Sicilia']
16530,Principiano,87.0,14.0,87.0,14.0,1,1,['Dolcetto'],Italy,Piedmont,"[""Dolcetto d'Alba""]"
16531,Principiano Ferdinando,89.2,36.6,89.0,30.0,10,3,"['Barbera', 'Nebbiolo', 'Dolcetto']",Italy,Piedmont,"[""Barbera d'Alba""]"
16532,Principiano Ferdinando,89.3,29.7,89.0,27.0,3,1,['Ribolla Gialla'],Slovenia,Goriska Brda,[]
16533,Prinsi,87.2,45.4,87.0,48.0,17,3,"['Nebbiolo', 'Dolcetto', 'Barbera']",Italy,Piedmont,['Barbaresco']
16534,Prinz,89.3,26.3,89.0,22.0,10,1,['Riesling'],Germany,Rheingau,[]
16535,Prinz Salm,90.4,61.2,91.0,49.0,35,1,['Riesling'],Germany,Nahe,[]
16536,Prinz Salm,90.3,50.6,90.0,65.0,12,2,"['Riesling', 'Weissburgunder']",Germany,Rheinhessen,[]
16537,Prinz von Hessen,89.0,37.5,89.0,37.5,2,1,['Riesling'],Germany,Rheingau,[]
16538,Prior Art,87.0,18.0,87.0,18.0,1,1,['Red Blend'],Spain,Catalonia,['Priorat']
16539,Prior Pons,87.0,46.0,87.0,46.0,1,1,['Red Blend'],Spain,Catalonia,['Priorat']
16540,Privitera,85.0,13.0,85.0,13.0,1,1,"[""Nero d'Avola""]",Italy,Sicily & Sardinia,['Terre Siciliane']
16541,Prix,90.3,57.0,92.0,60.0,3,3,"['Red Blend', 'Chardonnay', 'Cabernet Franc']",US,California,"['Napa Valley', 'Napa']"
16542,Prizm,87.0,60.0,87.0,60.0,1,1,['Cabernet Sauvignon'],US,California,"['Paso Robles', 'Central Coast']"
16543,Procrastinate,82.0,10.0,82.0,10.0,1,1,['Pinot Grigio'],US,California,"['California', 'California Other']"
16544,Prodigal,92.0,46.7,92.0,45.0,3,1,['Pinot Noir'],US,California,"['Sta. Rita Hills', 'Central Coast']"
16545,Prodigo,86.0,11.0,86.0,11.0,1,1,"[""Nero d'Avola""]",Italy,Sicily & Sardinia,['Terre Siciliane']
16546,Producta Vignobles,85.6,13.9,85.0,13.0,18,4,"['Bordeaux-style Red Blend', 'Rosé', 'Bordeaux-style White Blend', 'Sauvignon']",France,Bordeaux,['Bordeaux']
16547,Producta Vignobles,87.0,,87.0,,1,1,['Bordeaux-style White Blend'],France,Southwest France,['Monbazillac']
16548,Producteurs Plaimont,87.5,20.1,87.5,15.5,56,9,"['Tannat-Cabernet', 'Red Blend', 'White Blend', 'Colombard', 'Rosé', 'Tannat-Cabernet Franc', 'Tannat', 'Gros and Petit Manseng', 'Colombard-Sauvignon Blanc']",France,Southwest France,['Madiran']
16549,Produttori Colterenzio,89.2,27.8,89.0,28.5,4,3,"['Sauvignon Blanc', 'Pinot Grigio', 'Chardonnay']",Italy,Northeastern Italy,['Alto Adige']
16550,Produttori Moscato d'Asti Associati,87.0,,87.0,,1,1,['Moscato'],Italy,Piedmont,"[""Moscato d'Asti""]"
16551,Produttori Vini Manduria,88.0,13.7,87.5,13.0,4,2,"['Primitivo', 'Rosato']",Italy,Southern Italy,['Primitivo di Manduria']
16552,Produttori del Barbaresco,91.8,57.7,92.0,65.0,27,1,['Nebbiolo'],Italy,Piedmont,['Barbaresco']
16553,Proelio,89.0,26.7,89.0,20.0,3,2,"['Tempranillo', 'Rosado']",Spain,Northern Spain,['Rioja']
16554,Proemio,88.6,27.8,89.0,21.0,18,5,"['Malbec', 'Red Blend', 'Chardonnay', 'Cabernet Sauvignon', 'Bordeaux-style Red Blend']",Argentina,Mendoza Province,['Mendoza']
16555,Progettidivini,87.0,12.2,87.0,12.0,5,1,['Glera'],Italy,Veneto,['Conegliano Valdobbiadene Prosecco Superiore']
