Winery,Country,Province,Mean_Price,Mean_Points,Wines,Variety_Count
Raventós I Blanc,Spain,Catalonia,27.444444444444443,90.2,10,2
Armstrong Family,US,Washington,27.454545454545453,87.54545454545455,11,7
Verve,US,California,27.454545454545453,85.81818181818181,11,3
Wilridge,US,Washington,27.46808510638298,86.54166666666667,48,20
Cave B,US,Washington,27.48148148148148,85.81481481481481,54,18
Château Aney,France,Bordeaux,27.5,85.0,4,1
Ca' Nova,Italy,Piedmont,27.5,87.5,2,1
Ponte da Boga,Spain,Galicia,27.5,86.0,2,2
Cellers Tarroné,Spain,Catalonia,27.5,88.0,2,2
Château Clément-Pichon,France,Bordeaux,27.5,89.66666666666667,6,1
Ravoire et Fils,France,Rhône Valley,27.5,87.5,2,1
Peter Howland,Australia,New South Wales,27.5,90.0,2,1
Jean Manciat,France,Burgundy,27.5,89.5,2,1
Winter Creek,Australia,South Australia,27.5,88.0,2,2
GEN 7,US,California,27.5,81.5,2,2
Trus,Spain,Northern Spain,27.5,87.5,4,3
Idrias,Spain,Northern Spain,27.5,81.5,2,2
Revancha,Argentina,Mendoza Province,27.5,89.5,2,2
Reata,US,California,27.5,88.0,8,2
Clusserath-Weiler,Germany,Mosel,27.5,86.5,2,1
J.M. da Fonseca and Van Zeller,Portugal,Douro,27.5,91.5,2,1
Château Boutisse,France,Bordeaux,27.5,89.5,2,1
Domaine La Soufrandise,France,Burgundy,27.5,89.0,2,1
Butler Nephew & Co,Portugal,Port,27.5,87.5,4,1
Circadia,US,California,27.5,88.25,4,2
Le Vin,US,California,27.5,90.0,2,2
Laughing Stock,Canada,British Columbia,27.5,92.0,4,2
Leo Steen Wines,US,California,27.5,91.0,4,2
Weingut Christ,Austria,Wiener Gemischter Satz,27.5,92.33333333333333,3,2
Florent Descombe,France,Beaujolais,27.5,88.0,6,1
Loft,US,California,27.5,83.875,8,4
Four Sons,US,California,27.5,85.0,2,2
CE2V,US,California,27.5,84.0,2,2
Three Clicks,US,California,27.5,87.0,2,2
Ward Johnson Winery,US,Washington,27.5,85.0,2,2
Château Garreau,France,Bordeaux,27.5,86.66666666666667,3,1
Staatliche Weinbaudomäne Oppenheim,Germany,Rheinhessen,27.5,91.0,2,1
Würtz,Germany,Rheinhessen,27.5,87.5,2,1
Château Haut-Macô,France,Bordeaux,27.5,89.5,2,1
Eaglewood,US,California,27.5,84.0,2,2
LaStella,Canada,British Columbia,27.5,92.0,2,2
Koves-Newlan,US,California,27.5,86.75,4,4
Stack House,US,California,27.5,89.0,2,2
Dry Mill,US,Virginia,27.5,85.0,2,2
Ioannis Hatzis,Greece,Amindeo,27.5,83.5,2,1
Finca Villacreces,Spain,Northern Spain,27.5,89.5,2,2
Gerhard Pittnauer,Austria,Neusiedlersee,27.5,87.66666666666667,6,4
Château Tour Canon,France,Bordeaux,27.5,85.66666666666667,3,1
Camino del Inca,Argentina,Other,27.5,83.5,4,3
Les Fusionels,France,Languedoc-Roussillon,27.5,87.0,2,1
Dominique Portet,Australia,Victoria,27.5,89.0,2,2
Dusk to Dawn,US,California,27.5,87.0,2,2
Aticus,Spain,Northern Spain,27.5,87.5,2,1
J. Keverson,US,California,27.5,86.33333333333333,6,4
Kikelet,Hungary,Tokaj,27.5,89.0,2,2
Knappstein,Australia,South Australia,27.5,89.0,2,2
Weingut Albert Gessinger,Germany,Mosel,27.5,89.5,4,1
Sweet Cheeks,US,Oregon,27.529411764705884,86.94117647058823,17,8
Casa da Passarella,Portugal,Dão,27.533333333333335,89.73333333333333,45,7
Vidal-Fleury,France,Rhône Valley,27.555555555555557,88.22222222222223,9,6
Orchid Hill,US,California,27.555555555555557,83.44444444444444,9,7
Lucien Lardy,France,Beaujolais,27.5625,90.65,20,3
Domaine Cazes,France,Languedoc-Roussillon,27.571428571428573,89.0,7,4
Cantalici L'Antica Fornace di Ridolfo,Italy,Tuscany,27.583333333333332,88.75,12,2
Tin Barn,US,California,27.594594594594593,85.48648648648648,37,7
Left Coast Cellars,US,Oregon,27.595238095238095,87.69047619047619,42,4
El Escocés Volante,Spain,Northern Spain,27.6,87.6,5,2
Martino,Argentina,Mendoza Province,27.6,88.8,5,2
Duarte Georgetown,US,California,27.6,86.0,5,4
Holman Ranch,US,California,27.6,88.1,10,4
Duchman Family,US,Texas,27.6,84.6,5,5
C R Graybehl,US,California,27.6,88.4,5,3
Paumanok,US,New York,27.6,88.8048780487805,41,10
Bodegas Peñafiel,Spain,Northern Spain,27.625,87.1875,16,4
Casa de Santar,Portugal,Dão,27.625,89.25,8,4
Salvano,Italy,Piedmont,27.625,87.22222222222223,9,6
Weingut Christ,Austria,Vienna,27.625,89.88888888888889,9,7
Finca Albret,Spain,Northern Spain,27.642857142857142,87.5,14,6
Tapiz,Argentina,Mendoza Province,27.647058823529413,87.94117647058823,34,9
Eichinger,Austria,Kamptal,27.653846153846153,92.83333333333333,36,2
St. Amant,US,California,27.666666666666668,90.66666666666667,3,2
Casa Valduga,Brazil,Vale dos Vinhedos,27.666666666666668,83.33333333333333,3,2
Aldonia,Spain,Northern Spain,27.666666666666668,89.0,3,1
Villa Patrizia,Italy,Tuscany,27.666666666666668,85.66666666666667,3,2
Estefania,Spain,Northern Spain,27.666666666666668,89.0,3,1
Domaine Benoît & Mathieu Fleuriet,France,Loire Valley,27.666666666666668,89.33333333333333,3,1
Miller Wine Works,US,California,27.666666666666668,90.0,3,3
Denier-Handal,US,California,27.666666666666668,87.0,3,3
Stephane Tissot,France,France Other,27.666666666666668,88.33333333333333,3,3
Fabbioli Cellars,US,Virginia,27.666666666666668,86.66666666666667,12,4
Ranfurlys Way,Australia,South Australia,27.666666666666668,86.33333333333333,3,3
Château La Fleur Peyrabon,France,Bordeaux,27.666666666666668,91.125,8,1
Marilyn Merlot,US,California,27.666666666666668,86.0,3,1
Croma Vera,US,California,27.666666666666668,86.66666666666667,3,3
Hedges,US,Washington,27.666666666666668,89.0952380952381,21,8
Vinchio-Vaglio Serra,Italy,Piedmont,27.666666666666668,86.875,16,5
Due Vigne,US,California,27.666666666666668,86.0,3,3
Cerulean,US,Washington,27.666666666666668,87.5,6,6
Dreolino,Italy,Tuscany,27.666666666666668,87.0,3,2
Creed of Barossa,Australia,South Australia,27.666666666666668,88.33333333333333,3,3
Viticcio,Italy,Tuscany,27.666666666666668,88.0,21,3
Conde de Siruela,Spain,Northern Spain,27.666666666666668,87.83333333333333,6,2
Longevity,US,California,27.689655172413794,86.82758620689656,29,16
Niedermayr Josef,Italy,Northeastern Italy,27.692307692307693,88.53846153846153,13,7
Cave de Ribeauvillé,France,Alsace,27.697674418604652,88.15384615384616,52,8
Ciavolich Giuseppe,Italy,Central Italy,27.705882352941178,87.47368421052632,19,4
Pascual Toso,Argentina,Mendoza Province,27.714285714285715,87.0379746835443,79,12
J. Portugal Ramos,Portugal,Alentejo,27.714285714285715,87.36363636363636,33,2
FiàNobile,Italy,Sicily & Sardinia,27.714285714285715,86.57142857142857,7,3
Groom,Australia,South Australia,27.727272727272727,89.72727272727273,11,3
Bernard Baudry,France,Loire Valley,27.75,91.71428571428571,7,1
Riecine,Italy,Tuscany,27.75,89.0,4,1
Grey Wolf Cellars,US,California,27.75,89.375,8,7
Ingrid Groiss,Austria,Weinviertel,27.75,91.0,8,1
Narmada,US,Virginia,27.75,84.0,8,5
Nodland,US,Washington,27.75,88.9375,16,5
Solabal,Spain,Northern Spain,27.75,88.5,8,2
Quinta dos Aciprestes,Portugal,Douro,27.75,90.0,4,1
Fritsch,Austria,Wagram-Donauland,27.75,88.08333333333333,12,4
Produttori Colterenzio,Italy,Northeastern Italy,27.75,89.25,4,3
David Clinton,US,California,27.75,87.0,4,1
Locatelli,US,California,27.75,82.75,4,4
Pellegrini,US,California,27.75862068965517,87.86206896551724,29,10
Brotte,France,Rhône Valley,27.772727272727273,88.36363636363636,22,7
Tezza,Italy,Veneto,27.772727272727273,87.81818181818181,22,2
Antico Colle,Italy,Tuscany,27.77777777777778,88.77777777777777,9,2
François Lurton,Spain,Northern Spain,27.77777777777778,88.11111111111111,9,4
Preston,US,California,27.8,86.8,5,5
Domaine Masson-Blondelet,France,Loire Valley,27.8,90.5,10,1
Cantina Produttori Bolzano,Italy,Northeastern Italy,27.8,88.2,5,5
Clearwater Canyon,US,Washington,27.8,85.4,5,4
Pietro Beconcini,Italy,Tuscany,27.8125,88.29411764705883,17,4
Iris Vineyards,US,Oregon,27.814814814814813,89.33333333333333,27,6
Proemio,Argentina,Mendoza Province,27.833333333333332,88.61111111111111,18,5
Picardy,Australia,Western Australia,27.833333333333332,87.33333333333333,6,3
Pacific Echo,US,California,27.857142857142858,89.28571428571429,7,1
Braida di Giacomo Bologna,Italy,Piedmont,27.857142857142858,90.75,12,3
Pheasant Valley Winery,US,Oregon,27.857142857142858,86.0,7,5
Patterson,US,Washington,27.866666666666667,87.23333333333333,30,16
Eagle Castle,US,California,27.875,84.0,16,8
Zerba Cellars,US,Washington,27.875,87.25,16,9
Dashe Cellars,US,California,27.88235294117647,86.76470588235294,34,6
Rocca delle Macìe,Italy,Tuscany,27.88607594936709,88.69620253164557,79,7
Bouchard Finlayson,South Africa,Walker Bay,27.88888888888889,87.88888888888889,9,4
Mas de la Dame,France,Provence,27.9,89.45454545454545,11,6
San Marcos Creek,US,California,27.9,83.7,10,6
R&A; Pfaffl,Austria,Niederösterreich,27.90909090909091,89.8,35,7
Maison Stéphane Brocard,France,Burgundy,27.916666666666668,88.25,12,3
Maurigi,Italy,Sicily & Sardinia,27.923076923076923,86.46153846153847,13,8
Stadt Krems,Austria,Kremstal,27.928571428571427,90.25,28,2
Genoa,US,Washington,27.9375,88.25,16,5
Saracina,US,California,27.941176470588236,89.88235294117646,17,6
Robert Oatley,Australia,Western Australia,27.954545454545453,89.5,22,4
Alexander Valley Vineyards,US,California,27.966101694915253,86.71186440677967,59,12
Ken Wright,US,Washington,28.0,89.2,5,2
Nicolas Gaudry,France,Loire Valley,28.0,88.0,1,1
Animale,US,Oregon,28.0,89.0,2,1
Proverbial,US,California,28.0,87.0,2,1
Clarbec,US,California,28.0,86.66666666666667,3,2
Pasolasmonjas,Spain,Northern Spain,28.0,88.0,1,1
Kim Crawford,New Zealand,Awatere Valley,28.0,88.0,1,1
Fattoria Casetto dei Mandorli,Italy,Central Italy,28.0,86.0,1,1
240 Days,US,New York,28.0,86.5,2,2
Odyssey,US,Arizona,28.0,84.0,1,1
Bannister,US,California,28.0,89.0,2,1
Château Ormes de Pez,France,Bordeaux,28.0,92.0,3,1
Love and Meritage,US,California,28.0,84.0,1,1
Zenato,Italy,Lombardy,28.0,88.41176470588235,17,3
Silvestri,US,California,28.0,81.5,2,2
Pruneto,Italy,Tuscany,28.0,82.0,1,1
Lazy River,US,Oregon,28.0,86.33333333333333,6,3
Nevis Bluff,New Zealand,Central Otago,28.0,89.33333333333333,3,1
Lammershoek,South Africa,Coastal Region,28.0,86.0,1,1
Child's Play,US,Oregon,28.0,89.0,2,1
Martí Fabra,Spain,Northern Spain,28.0,89.33333333333333,3,1
Château Piron,France,Bordeaux,28.0,85.0,1,1
Tenuta Farneta,Italy,Tuscany,28.0,82.0,2,1
Château Peymouton,France,Bordeaux,28.0,90.5,2,1
St. Michael-Eppan,Italy,Northeastern Italy,28.0,87.0,1,1
Clos l'Hermitage,France,Bordeaux,28.0,91.0,1,1
Scherrer,US,California,28.0,87.0,6,5
Girolamo Dorigo,Italy,Northeastern Italy,28.0,87.625,8,4
Ankal,Spain,Northern Spain,28.0,91.0,1,1
Amos Cellars,US,California,28.0,90.0,2,2
Château Pindefleurs,France,Bordeaux,28.0,86.5,2,1
Cave du Vin Blanc de Morgex et de la Salle,Italy,Italy Other,28.0,88.0,2,1
Château la Lauzette,France,Bordeaux,28.0,85.0,1,1
Tahoe Ridge,US,California,28.0,81.0,1,1
Viña Olabarri,Spain,Northern Spain,28.0,90.33333333333333,6,2
Triple B Ranches,US,California,28.0,87.0,1,1
Foggy Bridge,US,California,28.0,89.0,3,3
Pahí Poboleda,Spain,Catalonia,28.0,88.0,1,1
Ulupalakua,US,Hawaii,28.0,87.0,1,1
Vidal,New Zealand,Hawke's Bay,28.0,88.0,3,1
Fincas Don Martino,Argentina,Mendoza Province,28.0,88.25,4,1
Finca las Caraballas,Spain,Northern Spain,28.0,84.0,1,1
Besllum,Spain,Catalonia,28.0,87.5,2,1
Áldás,Hungary,Eger,28.0,83.0,1,1
Ess & See,Australia,South Australia,28.0,90.0,3,2
Fattoria Rodano,Italy,Tuscany,28.0,92.0,1,1
Dr. Zenzen,Germany,Rheinhessen,28.0,87.0,1,1
Patrick M. Paul,US,Washington,28.0,85.0,1,1
Jalama,US,California,28.0,84.2,5,4
Raye's Hill,US,California,28.0,87.33333333333333,3,2
Hervé Kerlann,France,Burgundy,28.0,86.0,1,1
Tionio,Spain,Northern Spain,28.0,89.0,3,2
Pentagon,Argentina,Mendoza Province,28.0,89.0,1,1
Château Bernadotte,France,Bordeaux,28.0,89.42857142857143,7,1
Box Car,US,California,28.0,86.0,1,1
Duvernay,France,Rhône Valley,28.0,87.5,2,1
Cà del Vént,Italy,Lombardy,28.0,86.66666666666667,3,1
Silver Trident,US,California,28.0,89.0,2,2
Castello di Luzzano,Italy,Lombardy,28.0,84.5,2,1
Ideal Drinks,Portugal,Dão,28.0,87.5,2,1
Tempus Cellars,US,Oregon,28.0,88.0,1,1
Folktale,US,California,28.0,86.0,1,1
Proteus,US,Oregon,28.0,93.0,1,1
Latitude 46° N,US,Washington,28.0,92.0,1,1
Grgić Vina,Croatia,Korčula,28.0,89.0,1,1
Dono dal Cielo,US,California,28.0,82.0,1,1
Estate Raptis,Greece,Peloponnese,28.0,87.0,1,1
Domaine Normand,France,Burgundy,28.0,85.5,2,1
Ray's Station Vineyards,US,California,28.0,88.75,4,2
Folk Machine,US,California,28.0,88.0,1,1
Pieve Santo Stefano,Italy,Tuscany,28.0,87.5,2,1
Vesper Vineyards,US,California,28.0,88.0,1,1
Harlequin,US,Washington,28.0,91.0,2,1
Traerte,Italy,Southern Italy,28.0,87.5,2,2
Château de Francs,France,Bordeaux,28.0,91.0,1,1
There Wines,US,California,28.0,84.0,1,1
Barossa Jack,Australia,South Australia,28.0,91.0,1,1
Talmage,US,California,28.0,87.0,2,2
Château Fayau,France,Bordeaux,28.0,87.25,4,2
Fattoria Casa Sola,Italy,Tuscany,28.0,86.0,1,1
Iron Hub,US,California,28.0,87.75,4,3
Tenuta Il Poggione,Italy,Tuscany,28.0,88.5,2,1
Clos de Chacras,Argentina,Mendoza Province,28.0,88.5,4,3
Lamont,Australia,Victoria,28.0,85.0,1,1
Lodmell Cellars,US,Washington,28.0,82.0,1,1
Domaine Barraud,France,Burgundy,28.0,89.0,1,1
Nelles,Germany,Ahr,28.0,86.0,1,1
Sandro de Bruno,Italy,Northeastern Italy,28.0,86.0,2,2
La Vierge,South Africa,Walker Bay,28.0,84.0,1,1
Josep Grau Viticultor,Spain,Catalonia,28.0,86.0,4,1
La Stoppa,Italy,Central Italy,28.0,87.0,1,1
Alexandros Megapanos,Greece,Nemea,28.0,86.0,1,1
Calina,Chile,Colchagua Valley,28.0,87.0,4,2
Château de Roquebrune,France,Bordeaux,28.0,89.5,4,1
Château Lacombe Cadiot,France,Bordeaux,28.0,85.0,3,1
Quinta do Estanho,Portugal,Douro,28.0,88.0,1,1
XYZin,US,California,28.0,86.53846153846153,13,1
Nora da Neve,Spain,Galicia,28.0,89.0,1,1
Three Knights,US,California,28.0,86.0,2,2
Municipal Winemakers,US,California,28.0,88.9375,16,12
Hundred Suns,US,Oregon,28.0,88.0,1,1
Covilalba,Spain,Catalonia,28.0,84.0,3,3
Finca Anzil,Spain,Northern Spain,28.0,91.0,1,1
Tierra Caliente,US,California,28.0,86.0,1,1
Chateau Molyneaux,US,California,28.0,87.0,3,3
Quinta das Tecedeiras,Portugal,Douro,28.0,91.0,1,1
Union Beaujolaise,France,Burgundy,28.0,89.0,1,1
Domaine Feuillat-Juillot,France,Burgundy,28.0,89.5,2,1
Capitoni Marco,Italy,Tuscany,28.0,87.5,2,2
Tre Anelli,US,California,28.0,88.0,1,1
Del Fava Family,US,California,28.0,90.0,1,1
Magna Mater,US,California,28.0,89.5,2,1
Domaine la Bouissiere,France,Rhône Valley,28.0,90.0,1,1
Lady Hill,US,Oregon,28.0,86.0,1,1
Obrien & Obrien,US,California,28.0,89.0,1,1
Bouchard Finlayson,South Africa,Overberg,28.0,89.25,4,1
Château le Reysse,France,Bordeaux,28.0,87.33333333333333,3,1
True Vine,US,California,28.0,86.0,1,1
Codice Citra,Italy,Central Italy,28.0,88.0,1,1
Afton Mountain,US,Virginia,28.0,84.0,1,1
Borne,US,California,28.0,88.0,1,1
Jewelry Box,US,California,28.0,84.5,2,2
Bagueri,Slovenia,Goriska Brda,28.0,88.5,2,2
Golden Ridge,US,Washington,28.0,88.6,5,2
François Cotat,France,Loire Valley,28.0,86.0,1,1
Poll-Fabaire,Luxembourg,Moselle Luxembourgeoise,28.0,88.5,2,1
Viña Sila,Spain,Northern Spain,28.0,88.0,1,1
Bacalhôa Wines of Portugal,Portugal,Douro,28.0,93.0,1,1
Beran,US,Oregon,28.0,83.0,1,1
Mendocino Farms,US,California,28.0,88.0,2,2
Château Les Gatines,France,Bordeaux,28.0,88.0,1,1
La Antigua,Spain,Northern Spain,28.0,89.0,1,1
Nuthatch Cellars,US,Washington,28.0,88.0,1,1
Mount Si,US,Washington,28.0,87.5,2,2
Crinella,US,California,28.0,87.66666666666667,3,2
Decibel,New Zealand,Martinborough,28.0,90.33333333333333,3,1
Marchesi Torrigiani,Italy,Tuscany,28.0,88.33333333333333,3,1
TeBri Vineyards,US,Oregon,28.0,85.0,2,1
Condé,Italy,Central Italy,28.0,87.2,5,2
Catman,US,Oregon,28.0,86.0,2,2
Gilles Robin,France,Rhône Valley,28.0,89.0,1,1
Quinta de Sant'Ana,Portugal,Portuguese Table Wine,28.0,89.0,2,1
Phoenix,US,California,28.0,92.0,1,1
Château Haut Mazerolles,France,Bordeaux,28.0,89.0,2,1
Huber,US,California,28.0,87.0,3,3
Mt. Vernon,US,California,28.0,84.0,1,1
Gotsa Family Wines,Georgia,Georgia,28.0,84.0,1,1
Gva'ot,Israel,Shomron,28.0,90.0,2,1
Hedges Family Estate,US,Washington,28.0,88.8,10,6
Pontual,Portugal,Alentejano,28.0,87.66666666666667,3,2
Andrieux & Fils,France,Rhône Valley,28.0,86.66666666666667,6,2
Whitestone,US,Washington,28.0,83.0,1,1
Kunin,US,California,28.0,85.0,1,1
Vinyes dels Aspres,Spain,Northern Spain,28.0,89.0,1,1
Delfino,US,Oregon,28.0,88.0,12,7
Paramo de Corcos,Spain,Northern Spain,28.0,86.8,5,1
Fortune 1621,US,California,28.0,86.0,1,1
MacCallum,US,Washington,28.0,90.0,1,1
Fattorie Romeo del Castello,Italy,Sicily & Sardinia,28.0,91.0,3,2
Saviez,US,California,28.0,84.0,1,1
Skylite,US,Washington,28.0,86.0,3,3
Strip House,US,California,28.0,86.0,1,1
Andreas Bender,Germany,Pfalz,28.0,86.5,2,2
Coda,US,California,28.0,90.0,2,2
Factories & Smoke,US,California,28.0,86.0,1,1
Graham Beck,South Africa,Paarl,28.0,91.0,1,1
Bizoe,South Africa,Western Cape,28.0,90.2,5,2
Dascomb Cellars,US,California,28.0,85.0,2,1
Pierre Gaillard,France,Rhône Valley,28.0,89.0,1,1
Shippey,US,California,28.0,85.0,2,2
Val du Vino,US,California,28.0,88.0,1,1
Château Brillette,France,Bordeaux,28.0,90.25,4,1
C Square,US,California,28.0,92.0,1,1
Curran,US,California,28.0,90.0,5,4
Wapato Point Cellars,US,Washington,28.0,86.6,5,4
Poderi Alasia,Italy,Piedmont,28.0,86.5,2,2
Cottini,Italy,Veneto,28.0,89.33333333333333,3,2
Domaine Hirsch,France,Beaujolais,28.0,88.0,1,1
Weltevrede,South Africa,Robertson,28.0,86.0,1,1
Periple,US,Washington,28.0,89.0,1,1
One Stroke One,South Africa,Stellenbosch,28.0,87.0,1,1
Anton Bauer,Austria,Donauland,28.0,84.0,1,1
Keith Tulloch,Australia,New South Wales,28.0,87.66666666666667,3,3
Streicker,Australia,Western Australia,28.0,84.5,2,2
Balia di Zola,Italy,Central Italy,28.0,88.0,1,1
Fuchs und Hase,Austria,Weinland Österreich,28.0,88.5,2,1
Domaine Saint Gregory,US,California,28.0,85.0,1,1
Rivka Simone,US,California,28.0,84.0,1,1
Reyneke,South Africa,Western Cape,28.0,90.0,1,1
Ehrenberg,US,California,28.0,89.0,1,1
J Ludlow,US,California,28.0,86.66666666666667,6,3
Fortitude,US,California,28.0,87.0,1,1
Peacock Cellars,US,California,28.0,83.5,4,3
Fortunati,US,California,28.0,85.0,3,3
Cantina Novelli,Italy,Central Italy,28.0,87.57142857142857,7,5
Pargua,Chile,Maipo Valley,28.0,89.0,6,2
Couly-Dutheil,France,France Other,28.0,87.5,2,1
Messias,Portugal,Vinho da Mesa,28.0,91.0,1,1
Madonna Estate,US,California,28.0,88.0,1,1
Chateau Faire Le Pont,US,Washington,28.0,84.5,2,2
Ballentine,US,California,28.0188679245283,88.56603773584905,53,12
Attems,Italy,Northeastern Italy,28.0625,87.47058823529412,17,5
Le Bertarole,Italy,Veneto,28.066666666666666,87.70588235294117,17,2
Duca di Salaparuta,Italy,Sicily & Sardinia,28.068181818181817,87.78571428571429,70,7
Pear Valley,US,California,28.076923076923077,88.23076923076923,13,7
Baglio del Cristo di Campobello,Italy,Sicily & Sardinia,28.096774193548388,88.5609756097561,41,6
James Charles,US,Virginia,28.1,84.9,10,8
Lake Chelan,US,Washington,28.11111111111111,84.77777777777777,9,6
Louis Chevallier,France,Burgundy,28.11111111111111,85.55555555555556,9,2
Vignoble de la Jarnoterie,France,Loire Valley,28.11764705882353,88.2,20,2
Château Haut Beyzac,France,Bordeaux,28.125,87.125,8,1
Santa Rita,Chile,Colchagua Valley,28.125,87.75,8,4
Valori,Italy,Central Italy,28.125,86.5,8,3
Lincourt,US,California,28.13953488372093,88.30232558139535,43,6
Sannino,US,New York,28.142857142857142,86.0,14,9
Château Côte Montpezat,France,Bordeaux,28.142857142857142,87.28571428571429,7,3
Mount Pleasant Winery,US,Missouri,28.142857142857142,84.52380952380952,21,8
Alexandria Nicole,US,Washington,28.157894736842106,88.87931034482759,58,21
Domaine Loew,France,Alsace,28.166666666666668,87.14285714285714,7,5
Suvla,Turkey,Thrace,28.166666666666668,88.5,12,9
Il Roncal,Italy,Northeastern Italy,28.166666666666668,87.5,6,6
Mumm Cuvée Napa,US,California,28.166666666666668,87.66666666666667,6,2
Eco Terreno,US,California,28.166666666666668,86.0,6,4
Vignobles de Balma Venitia,France,Rhône Valley,28.166666666666668,87.33333333333333,6,1
Fattoria Alois,Italy,Southern Italy,28.166666666666668,86.11111111111111,9,5
Holmes Harbor Cellars,US,Washington,28.166666666666668,84.42857142857143,7,6
Veritas,US,Virginia,28.166666666666668,85.92307692307692,13,6
Enrique Foster,Argentina,Mendoza Province,28.17391304347826,87.17391304347827,23,2
Two Mountain,US,Washington,28.17391304347826,86.08695652173913,23,8
Tenuta Vitalonga,Italy,Central Italy,28.181818181818183,87.54545454545455,11,3
Clos Troteligotte,France,Southwest France,28.185185185185187,89.81818181818181,33,4
Martin Lane Winery,US,California,28.2,87.7,10,5
